,date,cash_data,vol
2021-11-10 08:00:00,2021-11-10 08:00:00,1.15761,1749.0
2021-11-10 08:30:00,2021-11-10 08:30:00,1.15817,1749.0
2021-11-10 09:00:00,2021-11-10 09:00:00,1.15797,3714.0
2021-11-10 09:30:00,2021-11-10 09:30:00,1.15572,3714.0
2021-11-10 10:00:00,2021-11-10 10:00:00,1.15725,3838.0
2021-11-10 10:30:00,2021-11-10 10:30:00,1.15612,3838.0
2021-11-10 11:00:00,2021-11-10 11:00:00,1.15589,4362.0
2021-11-10 11:30:00,2021-11-10 11:30:00,1.15816,4362.0
2021-11-10 12:00:00,2021-11-10 12:00:00,1.15806,2388.0
2021-11-10 12:30:00,2021-11-10 12:30:00,1.15707,2388.0
2021-11-10 13:00:00,2021-11-10 13:00:00,1.15712,4026.0
2021-11-10 13:30:00,2021-11-10 13:30:00,1.15452,4026.0
2021-11-10 14:00:00,2021-11-10 14:00:00,1.15445,3154.0
2021-11-10 14:30:00,2021-11-10 14:30:00,1.15585,3154.0
2021-11-10 15:00:00,2021-11-10 15:00:00,1.15326,6071.0
2021-11-10 15:30:00,2021-11-10 15:30:00,1.15641,6071.0
2021-11-10 16:00:00,2021-11-10 16:00:00,1.15737,7245.0
2021-11-10 16:30:00,2021-11-10 16:30:00,1.1549,7245.0
2021-11-10 17:00:00,2021-11-10 17:00:00,1.15627,7298.0
2021-11-10 17:30:00,2021-11-10 17:30:00,1.15105,7298.0
2021-11-10 18:00:00,2021-11-10 18:00:00,1.15341,4965.0
2021-11-10 18:30:00,2021-11-10 18:30:00,1.15138,4965.0
2021-11-10 19:00:00,2021-11-10 19:00:00,1.15188,3764.0
2021-11-10 19:30:00,2021-11-10 19:30:00,1.15049,3764.0
2021-11-10 20:00:00,2021-11-10 20:00:00,1.15149,6234.0
2021-11-10 20:30:00,2021-11-10 20:30:00,1.14812,6234.0
2021-11-10 21:00:00,2021-11-10 21:00:00,1.14982,3434.0
2021-11-10 21:30:00,2021-11-10 21:30:00,1.1482,3434.0
2021-11-10 22:00:00,2021-11-10 22:00:00,1.14855,2990.0
2021-11-10 22:30:00,2021-11-10 22:30:00,1.14771,2990.0
2021-11-10 23:00:00,2021-11-10 23:00:00,1.14805,1396.0
2021-11-10 23:30:00,2021-11-10 23:30:00,1.14753,1396.0
2021-11-11 00:00:00,2021-11-11 00:00:00,1.14756,460.0
2021-11-11 00:30:00,2021-11-11 00:30:00,1.14813,460.0
2021-11-11 01:00:00,2021-11-11 01:00:00,1.14757,757.0
2021-11-11 01:30:00,2021-11-11 01:30:00,1.14862,757.0
2021-11-11 02:00:00,2021-11-11 02:00:00,1.1487,1477.0
2021-11-11 02:30:00,2021-11-11 02:30:00,1.14789,1477.0
2021-11-11 03:00:00,2021-11-11 03:00:00,1.1472,1560.0
2021-11-11 03:30:00,2021-11-11 03:30:00,1.14831,1560.0
2021-11-11 04:00:00,2021-11-11 04:00:00,1.14839,1178.0
2021-11-11 04:30:00,2021-11-11 04:30:00,1.14669,1178.0
2021-11-11 05:00:00,2021-11-11 05:00:00,1.14641,1347.0
